id,pid,ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
2734,905403050,50,RL,6488,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,BrkTil,GasA,Ex,N,FuseA,799,351,0,1150,1,0,3,1,TA,6,Mod,2,Y,264,0,0,0,0,0,0,3,2006,WD ,128000
426,528108010,20,RL,14230,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1600,0,0,1600,2,0,3,1,Gd,7,Typ,1,Y,0,56,0,0,0,0,0,7,2009,WD ,256300
2216,909276210,50,RL,7810,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,TA,Gd,BrkTil,GasA,Ex,Y,SBrkr,1230,525,0,1755,2,0,4,1,Gd,7,Typ,1,Y,0,40,0,0,0,0,0,11,2007,WD ,188000
2900,916475100,20,RL,14331,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1800,0,0,1800,2,0,3,1,Gd,7,Typ,1,Y,270,78,0,0,0,0,0,5,2006,WD ,312500
97,533212010,160,FV,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,600,600,0,1200,2,1,2,1,Gd,4,Typ,0,Y,0,172,0,0,0,0,0,6,2010,WD ,151000
1680,527451170,160,RM,1920,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Ex,Y,SBrkr,765,600,0,1365,1,1,2,1,TA,6,Min1,0,Y,240,36,0,0,0,0,0,8,2007,WD ,122500
1133,531371070,60,RL,10110,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,835,861,0,1696,2,1,3,1,Gd,7,Typ,0,Y,143,66,0,0,0,0,0,7,2008,WD ,188000
2761,906394010,60,RL,10984,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,945,864,0,1809,2,1,3,1,Gd,8,Typ,0,Y,144,54,0,0,0,0,0,5,2006,New,209700
1642,527256030,20,RL,14082,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,2234,0,0,2234,1,1,1,1,Gd,7,Typ,1,Y,390,80,0,0,0,0,0,1,2007,WD ,441929
1141,531382110,60,RL,8480,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,SBrkr,886,794,0,1680,2,1,3,1,Gd,7,Typ,0,Y,144,96,0,0,0,0,0,10,2008,WD ,163000
2118,906475110,60,RL,12205,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,SBrkr,976,1111,0,2087,2,1,5,1,Gd,9,Typ,0,Y,133,168,0,0,0,0,0,7,2007,WD ,187500
870,907275010,20,RL,15750,Pave,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1513,0,0,1513,2,0,2,1,Gd,5,Typ,1,Y,135,34,0,0,0,0,0,6,2009,WD ,220000
1875,534201040,20,RL,8050,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,SBrkr,1107,0,0,1107,1,0,3,1,Gd,5,Typ,0,Y,88,64,0,0,0,0,0,3,2007,WD ,127000
155,535327140,20,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,TA,TA,Slab,GasA,Ex,Y,SBrkr,827,0,0,827,1,0,2,1,TA,5,Mod,1,Y,0,0,0,0,0,0,0,4,2010,WD ,107500
1318,902328040,75,RM,6300,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,CBlock,GasA,Ex,Y,SBrkr,742,742,0,1484,2,0,3,1,TA,9,Typ,1,Y,0,291,134,0,0,0,0,6,2008,WD ,128000
1285,902100030,30,RM,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,Gd,N,FuseP,764,0,0,764,1,0,2,1,TA,4,Typ,0,N,0,0,0,0,0,0,0,6,2008,WD ,73000
2400,528164040,20,RL,11846,Pave,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1792,0,0,1792,2,0,2,1,Ex,6,Typ,1,Y,206,49,0,0,0,0,0,8,2006,WD ,374000
1068,528178070,60,RL,16900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1515,1134,0,2649,2,1,4,1,Gd,10,Typ,1,Y,0,60,0,0,0,0,0,1,2008,WD ,421250
361,527164060,60,RL,9636,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Gd,Y,SBrkr,808,785,0,1593,2,1,3,1,TA,7,Typ,1,Y,342,40,0,0,0,0,0,12,2009,WD ,178000
1493,908128050,85,RL,10012,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,1181,0,0,1181,2,0,3,1,TA,6,Typ,0,Y,0,0,180,0,0,0,0,4,2008,WD ,137500
1110,528390020,20,RL,14303,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1987,0,0,1987,2,0,2,1,Gd,7,Typ,1,Y,262,36,0,0,0,0,0,8,2008,WD ,301500
911,909250080,70,RL,5707,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,Gd,Y,FuseF,647,595,0,1242,1,1,3,1,TA,6,Typ,1,Y,329,96,0,0,0,0,0,3,2009,WD ,105000
2535,534201260,20,RL,9360,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,976,0,0,976,1,0,2,1,Gd,4,Typ,1,Y,94,0,0,0,0,0,0,8,2006,WD ,157500
2030,903430050,50,RM,5680,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,3,1901,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,CBlock,GasA,TA,N,FuseA,969,245,0,1214,1,0,2,1,TA,6,Typ,0,N,0,0,77,0,0,0,0,9,2007,WD ,117000
2634,535478090,20,RL,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Gd,Y,SBrkr,864,0,0,864,1,0,3,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,2,2006,WD ,105000
1530,909256060,50,RL,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,GasA,Ex,Y,FuseA,1166,0,473,1639,1,0,3,1,TA,6,Maj2,0,Y,0,0,0,0,0,0,0,3,2008,WD ,115000
435,528112040,20,RL,11578,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1736,0,0,1736,2,0,3,1,Ex,7,Typ,1,Y,319,90,0,0,0,0,0,7,2009,WD ,360000
812,906226110,90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,TA,TA,Slab,GasA,TA,Y,SBrkr,1535,0,0,1535,2,0,4,2,TA,8,Typ,0,Y,0,0,0,0,0,0,0,6,2009,WD ,118858
1202,534251280,60,RL,9130,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,SBrkr,800,832,0,1632,1,1,4,1,Gd,7,Typ,0,Y,0,40,0,0,0,0,0,7,2008,WD ,173000
666,535383120,30,RL,10800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,GasA,TA,Y,FuseA,725,0,0,725,1,1,1,1,TA,4,Typ,0,Y,0,30,0,0,0,0,0,11,2009,WD ,78500
1751,528240020,60,RL,8244,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,840,880,0,1720,2,1,3,1,Gd,7,Typ,1,Y,100,48,0,0,0,0,0,5,2007,WD ,183500
705,902135020,20,RM,6000,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,Fa,TA,CBlock,GasA,TA,N,SBrkr,936,0,0,936,1,0,2,1,TA,4,Min2,0,Y,0,32,112,0,0,0,0,2,2009,WD ,93000
1744,528228375,120,RL,3621,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1589,0,0,1589,2,0,2,1,Gd,7,Typ,1,Y,143,20,0,0,0,0,0,11,2007,WD ,226500
357,527163040,60,RL,7837,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,SBrkr,799,772,0,1571,2,1,3,1,TA,7,Typ,1,Y,0,40,0,0,0,0,0,5,2009,WD ,178000
2133,907192120,20,RL,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1479,0,0,1479,2,0,3,1,Gd,7,Typ,0,Y,144,29,0,0,0,0,0,6,2007,WD ,226000
989,924100060,60,RL,10457,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,Gd,Ex,CBlock,GasA,Ex,Y,SBrkr,784,848,0,1632,1,1,4,1,TA,7,Typ,1,Y,0,173,368,0,0,0,0,4,2009,WD ,173000
562,532378120,20,RL,8281,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,Gd,Y,SBrkr,864,0,0,864,1,0,3,1,TA,5,Typ,1,Y,0,0,236,0,0,0,0,12,2009,WD ,62383
1054,528104080,60,RL,14948,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1476,1237,0,2713,2,1,3,1,Ex,11,Typ,1,Y,126,66,0,0,0,0,0,11,2008,New,446261
2850,909250070,70,RL,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,743,736,0,1479,1,0,3,1,Gd,6,Typ,2,Y,530,0,56,0,0,0,0,5,2006,WD ,160000
1082,528228405,120,RM,3940,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1576,0,0,1576,2,0,2,1,Gd,7,Typ,1,Y,143,20,0,0,0,0,0,5,2008,WD ,219990
1440,907187080,20,RL,9382,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1479,0,0,1479,2,0,3,1,Gd,6,Typ,0,Y,120,25,0,0,0,0,0,7,2008,WD ,191000
2006,903201090,40,RL,6854,Pave,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,TA,Gd,PConc,GasA,TA,N,FuseA,916,144,0,1060,1,0,1,1,TA,6,Mod,1,Y,0,65,0,0,150,0,0,8,2007,WD ,136500
2082,905475520,30,RL,11515,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1994,Gable,CompShg,HdBoard,HdBoard,TA,TA,Slab,GasA,TA,N,SBrkr,943,0,0,943,1,0,3,1,Gd,5,Min2,0,N,0,0,60,0,0,0,0,8,2007,WD ,80000
2344,527302080,50,RL,13837,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,Gd,Gd,PConc,GasA,Gd,Y,SBrkr,1377,806,0,2183,2,1,4,1,Gd,9,Typ,0,Y,0,0,0,0,0,0,0,2,2006,WD ,229000
248,906223090,60,RL,9938,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1062,887,0,1949,2,1,3,1,Gd,8,Typ,1,Y,156,90,0,0,0,0,0,6,2010,WD ,236000
2276,921128030,20,RL,12633,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1824,0,0,1824,2,0,3,1,Ex,8,Typ,1,Y,160,36,0,0,108,0,0,9,2007,New,392000
755,903451090,70,RM,6876,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,Fa,Y,SBrkr,1146,784,0,1930,2,0,4,1,TA,8,Typ,0,Y,0,0,213,0,0,0,0,8,2009,WD ,149000
1178,533236090,160,FV,3951,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,BrkFace,MetalSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1469,924,0,2393,2,1,2,1,Ex,7,Typ,1,Y,0,90,0,0,94,0,0,2,2008,WD ,345000
2636,902100110,70,RM,9856,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,Gd,Gd,PConc,GasA,Ex,Y,FuseA,1007,1007,0,2014,2,0,5,1,TA,8,Typ,0,Y,0,72,167,0,0,0,0,6,2006,WD ,169000
2077,905377050,20,RL,17808,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,N,SBrkr,1242,0,0,1242,1,0,2,1,TA,4,Mod,0,N,0,0,0,0,0,0,0,7,2007,WD ,109900
2930,924151050,60,RL,9627,Pave,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Ex,Y,SBrkr,996,1004,0,2000,2,1,3,1,TA,9,Typ,1,Y,190,48,0,0,0,0,0,11,2006,WD ,188000
737,903227090,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,TA,Fa,CBlock,GasA,Ex,Y,FuseF,825,587,0,1412,1,0,4,1,TA,6,Typ,1,Y,45,0,0,0,0,0,0,5,2009,WD ,132500
837,907126050,20,RL,9757,Pave,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,3,1,TA,5,Typ,0,Y,66,0,0,0,92,0,0,10,2009,WD ,143000
2086,905478140,20,RL,9280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1342,0,0,1342,1,0,4,1,TA,7,Typ,0,Y,0,0,0,0,0,0,0,4,2007,WD ,125000
2385,528114010,20,RL,14780,Pave,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1868,0,0,1868,2,0,2,1,Ex,7,Typ,1,Y,354,56,0,0,156,0,0,6,2006,WD ,415000
189,902402130,70,RM,7740,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Gd,Y,SBrkr,741,622,0,1363,1,0,3,1,TA,6,Typ,0,Y,0,0,0,0,168,0,0,6,2010,WD ,125500
635,535175030,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1632,0,0,1632,2,0,3,1,TA,6,Min1,1,Y,289,0,0,0,0,0,0,4,2009,WD ,139000
432,528110010,60,RL,13478,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1728,568,0,2296,2,1,3,1,Ex,10,Typ,1,Y,382,274,0,0,0,0,0,6,2009,ConLI,451950
900,908275040,90,RL,10926,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,TA,Y,SBrkr,1678,0,0,1678,2,0,6,2,TA,10,Typ,0,Y,0,0,0,0,0,0,0,8,2009,WD ,119900
966,916455070,20,RL,6853,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1296,0,0,1296,2,0,2,1,Gd,6,Typ,0,Y,192,25,0,0,0,0,0,6,2009,WD ,220000
1612,526352080,20,RL,10667,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,SBrkr,1587,0,0,1587,2,0,3,1,TA,7,Typ,1,Y,0,44,0,0,0,0,0,3,2007,WD ,167300
904,909101100,50,RL,8212,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,SBrkr,854,444,0,1298,1,0,3,1,TA,6,Typ,2,Y,84,0,0,0,0,0,0,9,2009,WD ,122000
2487,532351090,90,RM,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,1728,0,0,1728,2,0,6,2,TA,10,Typ,0,Y,0,0,0,0,0,0,0,11,2006,ConLI,125000
1304,902205090,20,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,GasA,Gd,Y,FuseA,928,0,0,928,1,0,3,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,6,2008,WD ,112500
2112,906394020,60,RL,9316,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,879,916,0,1795,2,1,3,1,Gd,7,Typ,0,Y,164,111,0,0,0,0,0,10,2007,WD ,191000
1244,535180100,20,RL,9464,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,GasA,Gd,Y,SBrkr,1080,0,0,1080,1,0,3,1,TA,5,Typ,0,Y,0,0,0,0,130,0,0,6,2008,WD ,136000
843,907175100,60,RL,10400,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,866,913,0,1779,2,1,3,1,Gd,6,Typ,0,Y,198,36,0,0,0,0,0,3,2009,WD ,197900
2689,903430090,50,RM,5310,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,GasA,Gd,Y,SBrkr,1001,634,0,1635,1,0,2,1,Gd,5,Typ,0,Y,394,0,0,0,0,0,0,6,2006,WD ,117000
2753,906380170,20,RL,7406,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1220,0,0,1220,2,0,2,1,Gd,6,Typ,0,Y,105,54,0,0,0,0,0,7,2006,New,194000
1169,533215030,120,FV,4538,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1310,0,0,1310,1,1,1,1,Gd,5,Typ,1,Y,277,45,0,0,0,0,0,7,2008,WD ,285000
1376,904351280,190,RL,10106,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,GasA,Gd,Y,SBrkr,808,547,0,1355,2,0,4,2,TA,6,Typ,0,Y,140,0,0,0,0,0,0,9,2008,WD ,127500
2503,533128030,60,RL,13346,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1166,1129,0,2295,2,1,4,1,Gd,9,Typ,1,Y,0,40,0,0,0,0,0,7,2006,WD ,268000
1987,902206270,70,RM,9639,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,4,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,1156,642,0,1798,2,1,4,1,TA,7,Typ,0,N,0,0,160,0,0,0,0,5,2007,WD ,137000
1190,534129060,20,RL,15387,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1967,1967,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1620,0,0,1620,2,0,4,1,Gd,8,Typ,1,Y,0,62,192,0,0,0,450,8,2008,WD ,215000
1930,535300040,20,RL,10050,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,SBrkr,1216,0,0,1216,1,0,3,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,8,2007,WD ,129500
